product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
00de7f393d962717eeeb2d7131a40dba,telefonia,47,816,2,300,16,5,12
00df6fc5f33cc3f7ceec4ec6337d9cd7,relogios_presentes,51,314,3,500,20,15,17
00e040fed5fb843e28740181ddca3521,telefonia,58,477,3,400,17,4,12
00e2784f846618842151d40ec730ece0,moveis_decoracao,42,914,1,800,21,34,34
00e32638060f6356e6f00749dc466b5c,esporte_lazer,45,561,2,7050,20,105,20
00e41fb1706dc56cc3bbdd2c1d6df362,moveis_decoracao,55,314,1,500,40,15,40
00e437f5e55fc5a62e4ef2f84f41b5fb,moveis_decoracao,52,139,1,550,40,5,30
00e4ded51458037ecda216453eb79d3c,informatica_acessorios,25,978,3,1400,25,15,25
00e62bcf9337ca4c5d5b4c5c8188f8d2,beleza_saude,50,827,3,700,41,9,11
00e928700d549c4173b1bf631ca30abf,esporte_lazer,51,294,2,300,20,3,15
00efb9a8ce0cf3b2f37892ab003edc10,esporte_lazer,49,753,4,2217,49,35,47
00f179926ae5965cd6ff548d765d8a61,informatica_acessorios,57,674,3,133,17,6,12
00f2fa1c4397392f20e5627e3220accd,utilidades_domesticas,54,691,3,7850,25,52,37
00f42e56821b1779fbf397fe72639054,moveis_decoracao,34,655,1,750,50,10,50
00f8c37377b038c9c791128d2f928111,eletronicos,32,302,1,100,19,15,17
00faa46f36261af8bbf3a4d37fa4841b,fashion_bolsas_e_acessorios,49,293,1,100,21,9,14
00fd6afd95fe066db8433832180a5369,telefonia,46,1654,4,299,14,11,13
00fefaf41156bb4b0d850fb27da97897,esporte_lazer,12,3231,3,100,20,18,18
00ffe57f0110d73fd84d162252b2c784,utilidades_domesticas,56,1877,1,16000,16,2,11
0103208eb1ea5a1a7359c0251a65e37a,brinquedos,53,2209,7,1600,35,17,35
0103863bf3441460142ec23c74388e4c,,,,,200,16,2,11
0105b5323d24fc655f73052694dbbb3a,pc_gamer,59,621,4,2839,19,16,18
01078a94cb29913dfda1a962fd4e3400,brinquedos,40,302,1,268,32,15,30
01084e8138d03dc691daa19aa6c12471,moveis_decoracao,60,926,4,1390,18,11,25
010951987d78f9d52fbf50a43b690ba1,informatica_acessorios,55,441,1,1100,40,20,20
010a3a47c14f1295796c08419f32cef6,telefonia,41,285,1,200,19,5,11
010c38887e6a41a5acfea2687515b254,moveis_decoracao,59,438,1,1400,30,5,20
010c79af51e82f60de174b6da6060c0a,brinquedos,60,678,1,192,20,16,12
010c988805cc0a13b9ba455ffc6c8510,papelaria,39,221,2,200,24,7,14
010f24a605e8431fc68562e597f80d63,informatica_acessorios,20,153,3,500,16,15,15
0110573bc9195aa810a4384f189f48f5,moveis_decoracao,63,213,1,3900,63,11,43
0110986ff84d644fee920efb18577292,automotivo,56,660,5,2900,72,4,44
0111ab6fb41da433e0f17d3f4ec2c8f5,brinquedos,27,427,1,500,23,8,25
0112c32bab2fb9a2147b92cdd5f1d3e7,cool_stuff,53,442,4,800,33,15,30
011377a7487fef47fc9e73fa5f7322a6,bebes,52,559,1,1875,29,22,26
0116f3b947377cccf0135f8071b54d74,esporte_lazer,55,1381,4,1050,40,20,20
01175f0c6182b4410c669417d7e8268f,brinquedos,39,326,4,600,42,7,42
011967a30ceeaa86acb72e79664544ad,esporte_lazer,55,468,1,4100,17,105,12
011ae9863bd5b15e528a16dd8ceb4772,brinquedos,56,1784,6,1575,19,51,20
011bb8a6af5178b33871a83c4f297d32,informatica_acessorios,42,710,1,600,36,9,13
011be89e68e286ac07f51c22ecbb04aa,esporte_lazer,59,1301,6,450,25,15,28
011c2759ca1a29c74ecd8bfa48d0ac14,utilidades_domesticas,58,897,2,450,20,10,20
01217a683550744160a91eaa46a92305,perfumaria,58,468,4,1300,25,20,16
0124d1581f26143e988b8e1a4b7adab7,utilidades_domesticas,40,119,1,250,16,22,16
0127db1f4effcf8f5b88d80588bc5624,relogios_presentes,53,555,1,200,20,7,15
0129d1e9b29d3fe6833cc922374cd252,consoles_games,55,134,1,100,20,3,15
012dd0e1c1f14325ee35f06748329355,beleza_saude,58,1690,4,490,30,5,25
0130c4375ccbe30dbfa676abd076a056,utilidades_domesticas,59,1687,3,1038,40,36,13
013298e0648d412de0d65690045493bc,perfumaria,52,733,1,350,17,16,17
0134eb6b933b7ebc0f9e24ae5abefaa0,eletrodomesticos,58,290,1,1150,55,19,46
0135900191d4383219257d6fde585ccf,pet_shop,44,348,1,14475,70,28,48
01365901d8f2247976a7e5d4c98c52c0,relogios_presentes,60,567,6,250,16,2,20
0138b665025e0b24bfa6206d97b0f117,moveis_decoracao,49,930,2,1000,44,4,44
013b5dd7d319685753e2c12292975615,moveis_cozinha_area_de_servico_jantar_e_jardim,32,1243,2,10100,65,63,64
013c4b7963865454407e0c79047636c3,esporte_lazer,37,220,2,1075,38,10,25
013cc658e88b36989b48b2bd5f7add59,esporte_lazer,55,2871,1,1050,30,25,25
013e6676e0e3529e5909ff54370daddf,informatica_acessorios,47,619,1,1088,33,20,15
013ee64977aaa6b2b25475095162e0e9,cama_mesa_banho,40,519,2,1350,45,10,55
013fef6ee8c8f3ff998e8f0a950a0495,utilidades_domesticas,37,149,1,150,35,16,16
0141015d2469c1c5f9d7d377d1cdb44a,moveis_sala,54,529,2,17800,70,15,24
0141f5b2fc5389a8b247ae23b58482ef,relogios_presentes,57,486,6,240,16,11,12
01422266d7a3131403364787ef9dab11,cool_stuff,34,177,1,450,40,4,30
0142fd5bd2e0923cf2dbc73d471dda34,fashion_calcados,57,404,4,1400,22,12,33
014a8a503291921f7b004a5215bb3c36,bebes,37,497,4,150,16,7,11
014d94f219fbff1166b9cf700eee36b2,relogios_presentes,50,556,1,400,18,12,12
014fcf6bd5cd4c7ee29fb3bb618c445e,,,,,7000,55,30,45
01503fbd89d42654631476b292b8bc8c,esporte_lazer,60,2157,3,400,30,30,30
0152cb427657428c06633fce6d721da4,alimentos,57,606,3,150,22,4,17
0152f69b6cf919bcdaf117aa8c43e5a2,cama_mesa_banho,40,116,1,250,40,4,30
01545847403c0f1e69d76654d66be35c,pet_shop,60,661,4,450,38,4,38
015527ec9502daa03dfd0e22ef1d1288,utilidades_domesticas,30,583,1,200,25,10,11
01586bfbe1d5449887f1cac4ad1fbd02,telefonia_fixa,47,330,1,125,17,6,13
01593b27eef404f592e6a3f1174493bf,cool_stuff,51,594,1,2000,50,40,30
015dfd6612249811b2e147c1f3be048f,utilidades_domesticas,33,912,4,300,17,28,11
015e04445dedbd5da301ef29cbb03f83,cama_mesa_banho,52,183,2,550,70,10,40
015e652da4f31f2f7a051a6de66094c0,cama_mesa_banho,53,124,3,700,22,13,16
015ec57b45a4c3efc70288eb133d623a,beleza_saude,52,2668,1,750,28,4,18
015f06d7b83e5a6f7d1765fb5d8bdfa6,fashion_roupa_masculina,42,574,2,400,16,2,11
01604238fbc11ce379e537a76b26bc94,eletronicos,29,510,1,125,21,17,17
0160785b697a5ea87d52949bd097ce05,malas_acessorios,48,389,3,14000,26,66,46
0160814e8c847c018da9cf3e01c271be,beleza_saude,52,1363,1,400,16,19,11
0164201c7c8b81dc5779e015e2d7be59,cama_mesa_banho,52,662,1,600,32,5,30
016711f78a6a87696645db0a6a834826,beleza_saude,14,1366,2,1150,27,22,39
0167ff78aa8cd40d5432d3daae646c7a,moveis_decoracao,30,195,1,700,33,4,24
016809bbae76f284266dcffcbb12480b,malas_acessorios,38,789,3,600,50,5,40
0168e1b28d8e55a515928cf656eff0a4,automotivo,50,340,1,950,22,19,19
016becd5c493d3b3872aaa7294accf52,esporte_lazer,38,1662,1,1071,17,21,15
016cae136d358dcdacbd7ac9f1864c09,esporte_lazer,53,236,2,300,30,5,20
016f3b29107ed03252e477b08445cec4,automotivo,56,871,2,3500,25,5,25
017066298c485af1e19e55363f5dc362,esporte_lazer,41,546,1,100,19,4,11
017457b0013d01d5a5a4a020ed1f14b9,,,,,2200,28,20,14
0174eb125f49a617bd9c6277e5aa76a9,eletrodomesticos,52,394,1,250,27,13,17
0176300ac9900e260f35fbddd71c6d92,eletrodomesticos,59,161,1,200,27,12,17
017692475c1c954ff597feda05131d73,perfumaria,54,933,1,50,16,5,11
0176bf7839ab4e611dc01cdc3ef6f4e4,cool_stuff,49,330,1,1600,33,44,19
017e3ffa31fcd2f8061fa66a9e486381,relogios_presentes,53,553,2,700,19,9,15
017e8dcb2e1a468d46e6e80fd694c5ec,automotivo,59,570,5,1150,55,12,35
0182796b487918d688ba48cf3a0d1bf4,cool_stuff,55,330,1,2300,33,44,19
0182db9fc95fd36e324e8a4c40c0819a,bebes,54,975,2,2400,35,10,30
01847cb3f55acfd629641e58e38e561e,ferramentas_jardim,54,1231,6,800,17,10,12
01849445c151d94a1f0cfff03c9ed154,cama_mesa_banho,60,146,2,1200,34,6,41
0185e6719ca5c224fc53853997fa3f68,cama_mesa_banho,64,319,1,1600,40,15,35
0185f302dc17abf603edfe7929a0120a,automotivo,59,651,5,10600,78,4,47
01880e9ca075037ac0520fb94c07a79a,automotivo,42,756,5,550,17,5,12
01886ce599b5837b3e1966cdafacd080,cama_mesa_banho,44,701,2,1000,50,12,12
018ca97302e4293050cc41413194bb19,agro_industria_e_comercio,45,266,1,2467,28,26,24
018e4943e4cc9ed099f6fc1a7b65b07d,utilidades_domesticas,37,465,2,300,19,12,12
019003324f0a201dd2c8962beaf94b6d,livros_importados,56,440,1,250,33,2,23
0192191cc1bc83262d6667c54c2e048f,fashion_calcados,54,404,4,850,22,12,33
0193fc18d9a6e9b9b0b3a41768fefa12,bebes,59,381,6,500,39,6,27
01948c8dbac93beb665f136bccd530d8,consoles_games,25,1564,1,550,20,30,20
0198a991deae439205851e71a7b0bdf7,moveis_decoracao,63,157,3,12600,74,8,74
019d8b8866a5555ac955b45ffd35e039,cama_mesa_banho,51,425,1,1400,28,9,25
01a0f7d0d081d619be810e512be45f97,cama_mesa_banho,50,138,1,4517,57,17,35
01a184b7d8422cd95e9cf2a8cff32b5e,utilidades_domesticas,60,276,1,1287,32,25,35
01a2ad2b54cd734f78cb817da7752d8b,perfumaria,44,280,1,430,19,14,12
01a5038835acf17f141c7247956b72d6,cama_mesa_banho,54,235,1,1350,34,7,32
01a52711e989a817ab8100ddcf8d2940,beleza_saude,46,2771,5,1500,16,35,11
01a630ec9b9f9387e5a91c1f83bd209b,moveis_decoracao,46,381,2,300,27,13,16
01a88bd2633c52bcc66348307cb3ae15,automotivo,44,907,1,11800,61,61,19
01a900ffd5609ad754c38f9dcbce8c6d,esporte_lazer,43,742,3,700,28,25,25
01a9707790aab6855a6438b92c4c396b,utilidades_domesticas,55,244,1,400,16,16,15
01a977e282d5884149e79181506c0941,brinquedos,33,168,1,900,23,25,11
01aa9c122bda45bcbf7edd32fbc36d23,moveis_decoracao,40,275,5,14700,100,55,16
01aace6e8152ecaf9eb47678521069c6,informatica_acessorios,60,399,3,475,19,5,15
01af6a4592d74b6d41ceeede0bd8b417,esporte_lazer,51,1132,8,6600,105,15,25
01b0238705b6ae8e35c6fea837e6ae4a,beleza_saude,57,460,1,900,20,4,11
01b154ceb5457897eb28b9e549f28219,papelaria,54,447,1,400,25,10,17
01b25153516d822621a92f9ce0b03e17,utilidades_domesticas,50,215,3,650,18,20,17
01b660ebc1a0c293ccf9b117fa6dd8bb,utilidades_domesticas,26,1175,3,350,60,10,15
01b8234bc0c131e61acb47932d0bc25f,esporte_lazer,37,161,3,200,20,15,20
01b864cf36d60d972e2e29d8c5084d64,cama_mesa_banho,60,665,1,2400,42,11,36
01bacce2c74317ed2524bcaabae2e9d4,utilidades_domesticas,40,196,2,1000,38,39,38
01bc2a3c12d6e588aecb54ffad194c13,esporte_lazer,58,1236,1,4350,20,20,20
01bd9be7c04525d23a4a901b4abbf56c,utilidades_domesticas,28,331,1,8150,40,11,40
01c2e91674406ebaca6a1bbf7f61c3f0,informatica_acessorios,55,260,1,600,23,16,16
01c3486b189d16ad1b35270d5881e5a4,bebes,59,869,3,9750,38,38,35
01c666c82f414c762ad21bffa56e8b49,brinquedos,55,242,2,50,25,11,15
01c69d0fbb0d9d8f42ac171ac1238233,beleza_saude,52,416,1,30000,55,75,61
01c96f284d6c40f92f25142a59328511,ferramentas_jardim,47,2179,3,3750,27,19,22
01c9a70868bec5b748c67fcc26ce5895,brinquedos,39,601,2,750,30,17,30
01caf54032309b518a584331b8a673f6,malas_acessorios,45,223,1,800,46,10,32
01cb96c64e8e35f29826a58963f6ecc5,construcao_ferramentas_iluminacao,39,990,2,7100,43,23,43
01cda14e6051f3dcf61bb80abf210b79,informatica_acessorios,60,53,1,150,17,9,12
01cdc6fbdb39fc792bb4c40164ce2331,automotivo,44,1085,1,7050,102,4,41
01cf56cd6138b926a4802d16fc304149,eletronicos,43,3023,6,100,16,16,16
01cf7c4cffff8db0a1cbe612bd2d50a4,moveis_decoracao,53,371,1,800,40,5,11
01cf8c7364048b4b6ed0fe400667054d,brinquedos,42,241,1,1200,30,16,20
01cfc3d9c29504c2d370933e53f002b4,perfumaria,60,1078,1,400,23,8,15
01d15932271068f9fd1f369b8449cac1,cool_stuff,51,751,5,4900,78,2,62
01d40fca05c4227b987ee069be837b49,construcao_ferramentas_iluminacao,54,538,2,9700,20,16,101
01d4157fd9738ea81038316ae4cfc192,cama_mesa_banho,52,228,1,355,34,21,40
01da7f08d8327e0b4fab7edaa0c417a4,telefonia,49,1019,3,350,16,3,11
01e20e6604216c8adb31d463214ba00c,casa_construcao,48,627,1,300,16,11,16
01e25be2c25019945382e057a8292e72,cama_mesa_banho,59,330,1,1575,41,6,31
01e66dc5bf4d5a186d856506a4f0fea2,esporte_lazer,60,328,1,200,26,5,13
01ea398598302b06869909ac5bfa5bcf,utilidades_domesticas,56,649,1,5000,35,28,32
01ea47d0dff23faa8d07ba3f353d2af0,automotivo,39,179,1,300,16,2,11
01ebdb7ca76a3c581c0d5229ed80be7c,ferramentas_jardim,34,288,1,600,16,31,18
01ece5f98b5fe510881404f92229a49f,cama_mesa_banho,55,638,1,900,16,10,16
01ecf875ab885ebcae3dd2b1ccc4715f,eletronicos,46,730,1,550,30,20,30
01ef0716b68c8493434ad32430c24e18,cama_mesa_banho,59,641,2,1250,16,10,16
01f1608fbd6fc5b04308ff6157326e6d,telefonia,57,422,2,150,19,4,11
01f2d77d8a63937c77c7128ce4bd2ada,automotivo,60,753,2,650,60,6,33
01f3a99b81f49109d42540d84bcb8e07,esporte_lazer,28,406,1,248,32,21,23
01f76c07f91a533acd46cc6ab989be23,fashion_calcados,57,404,4,750,22,12,33
01fc56750f0d3444c4a1746ecf19dee0,esporte_lazer,49,1818,1,800,16,16,16
01fd8a430d3bea327b7c71e651391001,consoles_games,52,459,1,100,26,3,14
01ff1ff8aa5dec93e9938b989393a4ca,perfumaria,51,315,1,350,18,13,18
02032c15ca85744c99aa99583e824a90,papelaria,46,129,1,100,16,5,16
02034d6c9c4814a08a3a0f5a6ad84332,informatica_acessorios,52,278,1,200,18,8,16
02044dc95cf33aaf55e03bde1b042539,informatica_acessorios,52,123,2,150,31,8,11
02064a5bc5d3656476e9dab151c69989,automotivo,38,1113,3,450,16,5,11
02090f97a28b3d10d19a09f045f6df34,relogios_presentes,60,738,1,375,18,12,12
020a80cb704bf65f38761fcedf2af192,automotivo,35,1512,3,800,26,9,24
0210b75f6f4de09dfc17a66803290f8a,bebidas,33,2245,1,1800,35,20,20
021426c19c264227de3c34e3f5e2f4ee,pet_shop,29,2918,1,1750,40,16,30
0214e4741dab5812bb31a61af1dc3de5,cama_mesa_banho,53,284,1,2100,45,15,35
021c41b063949bf529b79289c58e0a8b,pet_shop,59,803,1,550,20,40,20
021d39ee869e87d5288f4e731df4a90e,utilidades_domesticas,44,663,4,10350,102,15,40
021f04378f9692f8747f926f38bb8281,ferramentas_jardim,58,220,1,16150,62,12,50
022649cdc8ef07dddfa3de3409647e00,construcao_ferramentas_ferramentas,56,286,1,825,21,16,16
0226c9207aea0b16076a27ca65cb4929,perfumaria,47,1220,1,600,20,8,14
02293621a345f7cddda16c5d9c7990e4,telefonia,57,447,4,217,17,4,12
022b0ef3922883f810bdff4d58e93115,automotivo,58,641,5,1625,60,8,33
022ff42cced44a2b2cca57061cabb526,esporte_lazer,57,1705,1,3900,32,35,33
0233382eae30811d6dfffbbfb5de36d8,construcao_ferramentas_construcao,59,520,8,10750,54,18,35
02335f37af17baf50a91273e4bdc8ef4,brinquedos,27,791,1,450,29,16,11
0233dd6f06e23c705ab76dc3ab165837,cool_stuff,45,1057,3,100,20,16,16
023473d9db1c319f2bcd010e043b2ba2,moveis_decoracao,41,411,2,18050,51,8,51
02357c69f595e004b50ba115b3f88d63,cool_stuff,43,775,6,4000,43,35,18
023a60ac6b3484afe23d788ce2444df0,cama_mesa_banho,66,503,1,14300,45,15,35
023d0e2e8457861c3badfb5fa7bcd58a,telefonia,40,361,4,150,18,3,12
024063adde9af865418b7da3dd897b98,esporte_lazer,53,710,1,450,20,9,14
0241aa4ed831b73fd4940ffd9cec20dc,eletrodomesticos_2,31,107,1,8400,46,44,28
024553ca83fc6e9ec93f5a9c823d1834,beleza_saude,41,1572,1,2000,30,12,16
02475368dfb38934fe55f574024fe1d7,relogios_presentes,55,569,5,250,16,2,11
025249b91a565601dc1b8f47ee7a230e,relogios_presentes,49,589,2,500,16,13,13
0254806b6c237bd1f21cae60ea8d1533,moveis_decoracao,45,1064,1,7183,56,56,18
0254a096e569c4a89b6870e9d4a65c3c,papelaria,55,971,4,600,25,12,28
0254d6e0da36c6f28720f89cde66819a,beleza_saude,56,737,1,361,16,17,15
0257013d9462b3b6e9892bdd10ebe14d,fashion_bolsas_e_acessorios,58,373,1,300,20,10,20
0259a8068ce1198d4370abb0d3c2e576,automotivo,39,328,1,500,21,9,12
0259ef48d9c5f59c3b31147c52db801d,utilidades_domesticas,55,410,1,3650,37,25,30
025dcf8f0a969c92d254bc425b380685,automotivo,60,354,2,150,16,7,16
025dd9fac2544d8e7e3451ec87bc6511,cama_mesa_banho,56,124,2,1100,95,8,50
02623b0e4e6b951aefb23575de1f3886,utilidades_domesticas,27,828,1,1600,25,10,20
026311ea0b72ef8c80ebf91efd36b499,bebes,52,708,1,300,18,8,24
0268130c8c3e3cac87b5ec4931348c73,papelaria,60,543,1,1400,25,20,20
0269bdfd3a4f3d384753cbadc1d742be,utilidades_domesticas,20,630,1,350,17,28,11
026b77b15418f2a8114dfb0026739be4,esporte_lazer,56,3161,1,378,21,14,14
026d610705e01d905582241e68aefefe,papelaria,52,96,2,500,20,30,20
026ddfe4a1a29002815e6da024d6128e,eletronicos,48,219,3,550,16,5,20
026f43af35e7951067097527d5c31bcc,agro_industria_e_comercio,58,1075,1,10317,52,33,43
02706657691ad03bacea6d0d0d69d13d,eletroportateis,49,1353,2,4550,23,54,25
0271c9f7fe6a29e563ddb672cdcc2968,beleza_saude,39,588,1,400,18,18,17
027293c3b6d9e221268d9d6a5ffe5d0b,industria_comercio_e_negocios,57,148,1,30000,80,50,50
027325f946f1b3d8f94c3496e9a59a10,construcao_ferramentas_seguranca,54,335,3,300,20,20,20
027bb42a4ef22da4c7a80ecf9c60ba0c,telefonia,60,357,4,300,16,6,11
027cdd14a677a5834bc67a9789db5021,perfumaria,42,544,1,341,20,18,16
027e1564c58eb02f39089b2b1f28d5e0,fashion_calcados,57,404,4,1400,22,12,33
0281221c8b9fdc713111952393cba4f3,fashion_bolsas_e_acessorios,48,142,1,150,20,10,20
02834e5af210b8a2593eb81eecf40707,informatica_acessorios,43,374,1,945,23,14,24
02851253400fd18410f8eb4369cff9e1,ferramentas_jardim,52,289,1,3900,45,6,38
0285a1295a18a4d37c11fa446d4c1345,dvds_blu_ray,56,1139,1,200,20,2,14
0288532d075e4bf58e044c92e68c94cd,livros_tecnicos,44,540,1,1000,16,2,11
0288f8dd74b931b4ec7a468fdd6ed040,brinquedos,40,226,6,500,20,20,20
028b0b0277744a9eaa2c4f57c24dcb68,moveis_decoracao,39,677,1,13150,35,45,35
028b3574d7619f191a7345161ae590e4,telefonia,60,2051,1,150,16,10,11
028da1c319c010397ad1ea42db816d23,utilidades_domesticas,21,316,1,1200,29,21,27
0290cc426311fb177fe19e513a7dc349,automotivo,51,244,1,1000,20,20,20
0292b46c30348496b1be04eeb440bdb5,,,,,400,38,22,15
02934e6f6fe473ea19f3e42b9deb9b59,utilidades_domesticas,53,908,3,435,16,35,11
0294e314a033317e28ecc40aee9025e8,pet_shop,58,922,2,400,35,15,25
02965440ee186dd4f7f6e8f962a75c60,moveis_escritorio,52,1145,1,10013,58,56,23
0296dd002a346e3bbdda4e0bc48a5073,moveis_quarto,43,1527,4,13450,76,14,56
029e44e66d4690b45077bee6d76799f6,brinquedos,51,392,2,500,21,10,15
02a0c276d5a252215b48269dea73a6e7,esporte_lazer,32,963,1,300,20,15,15
02a1edfc6f788c8329299c7244acf2e8,esporte_lazer,30,489,1,800,21,25,21
02a3073438c0d024f60e34a05bd340c4,automotivo,51,732,1,850,41,45,11
02a56644dd5dbe6884a047f4d9ea52ea,automotivo,56,651,5,4200,78,4,47
02a60f0074f36110106a16d15267aad5,moveis_decoracao,50,401,1,450,32,2,22
02a79d79e818ad0be36cfc843a6af7ad,esporte_lazer,60,1738,1,300,16,15,15
02a93c4e95263ca545e9f46ca2b59833,cool_stuff,52,134,6,1700,65,25,25
02a97df83a8a100c7d2b14a02aea6a3d,beleza_saude,46,378,1,400,21,16,18
02a99f266fc960423c1186ecbd627804,esporte_lazer,39,720,4,300,22,14,18
02aa16706915b09bedf8409296478283,esporte_lazer,31,798,2,200,16,6,20
02ad328219e45e7d138101bc3c8aa6c6,casa_construcao,52,928,7,1000,16,20,16
02ad78835ec3f72e750d1dfa6a7e11b3,moveis_decoracao,38,1303,2,1250,52,7,11
02b750ee6f6f12a23c311b775ee4427a,bebes,60,858,3,700,50,5,40
02b7929be620a2f05bb13d0c0e2cbd48,informatica_acessorios,39,201,3,1649,23,12,21
02b824e9f1158bc1005e058c4ea78e8d,eletronicos,56,1672,2,733,29,7,16
02c575cb5b29a173624c93f01786440b,informatica_acessorios,46,279,5,200,21,7,14
02c9b70f3d2ddf38f1120e09d4f9cd45,informatica_acessorios,49,395,1,133,16,9,11
02ca198b1084a6d8ed9e152d84243bfb,bebes,58,544,3,2650,16,24,24
02ca56d6ca8d517a067869b6b6543ded,pet_shop,59,265,1,7300,20,40,60
02cd4165b1e6a3782def2e4e851ae884,moveis_sala,53,1146,4,3100,30,11,30
02cd69fa0c8bfb37ca444168927c1e85,automotivo,44,871,1,750,16,15,11
02ce0c74e59d6cf6bc9026601414a9c4,moveis_escritorio,56,300,1,15900,40,90,40
02ce467092b184e71d3967d29110adc1,moveis_escritorio,40,1187,1,12275,40,54,38
02d48451331287e2bf12560d032d57a6,eletronicos,55,981,1,150,18,5,24
02d53241d2a3c4b1d65f21028e15fde8,beleza_saude,46,862,1,400,19,12,13
02d5d374678728b3af7bd59ee012abb4,eletrodomesticos,54,174,1,100,18,8,13
02d7f60ee640c8218aab6a668bbd2c56,construcao_ferramentas_seguranca,56,1857,3,150,17,7,17
02db1469fdcd31a4fb670da6caec8bf6,utilidades_domesticas,52,373,2,700,16,10,12
02dc711c164ca9c218d316491801ced9,moveis_decoracao,54,1959,2,3000,69,11,11
02e27630510d16a95a473d9b35959d3e,telefonia,40,361,2,100,19,3,11
02ed3b595447e948efc3eac897e4df0e,cama_mesa_banho,30,413,2,725,31,7,31
02ee0862685e90b57cc241b7c9885f95,perfumaria,55,784,1,555,24,8,15
02f331648b37d96cbaf60e96f9c0cd92,construcao_ferramentas_jardim,60,1500,1,2350,22,22,22
02f381f455650d4c7b90c96dc50a6206,brinquedos,31,225,2,175,16,15,16
02f3b0fb0ec2472bd4b9058a860ce6e3,bebes,36,474,1,12050,35,60,25
02f5620577c231921c3b01678005d2ba,papelaria,60,574,5,500,21,7,15
02f875bbe513c98bf25188a84b42dd39,moveis_decoracao,29,206,4,500,19,12,12
02f8dd9b448d3ec2c73e65a22da1121c,relogios_presentes,43,597,1,250,18,9,17
02fb2d61da1247bf732360ea76b16240,malas_acessorios,49,824,1,850,19,51,34
02fbee632a2044d48ab16d57eec4db58,cama_mesa_banho,53,230,1,1017,39,15,34
02fcaaaba3a4b4882987a3639d968572,cama_mesa_banho,55,139,3,950,36,6,27
0302c3fcf5e2d9526e243db50d30d5e3,utilidades_domesticas,26,190,2,200,30,11,25
030729544fc3eb6a40981f877e836450,fashion_bolsas_e_acessorios,32,272,4,150,16,6,11
03078714f1e3f3758555f67ff35b4b01,utilidades_domesticas,54,153,1,600,16,16,16
030f129f7f4681d3996e2531840057af,cama_mesa_banho,55,844,1,800,25,5,25
0312536dd9e1c1b732d2b8ff5c3181d6,automotivo,56,838,2,600,35,5,35
03137dc3af3dc8138e070c4536407618,utilidades_domesticas,60,1172,5,625,30,12,25
0314706dab9f01188f5cab6878b8f9b4,eletronicos,60,930,3,250,17,5,12
0320a1be5c5224f64bfbffa583cf03d6,eletronicos,48,1337,2,167,16,3,11
03233a6dca60544336766af227f78f09,utilidades_domesticas,52,570,1,1700,16,40,38
032c32a02f67b0fad495803ca810689e,casa_construcao,54,923,2,800,16,27,16
032e8352e7d34cc2558d4ae22132866c,moveis_decoracao,55,1617,3,4450,105,5,69
