id,review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
67071,048baba3f11436d12b06dab572aafc21,001e7cf2ad6bef3ade12ebc56ceaf0f3,1,Pessima,O produto chegou e estragou sozinho,05/06/2018 00:00,06/06/2018 19:01
72235,1079dbb2bd2dd071f7d04a1925da6ce5,0020262c8a370bd5a174ea6a2a267321,4,,,03/12/2017 00:00,03/12/2017 17:06
72290,ac2538373fcfab2aff0709fbc7ec69c9,0020a222f55eb79a372d0efee3cca688,5,,Muito bom recomendo,25/08/2017 00:00,26/08/2017 05:26
18880,78412bf6c796b43df999fd87750d28ea,002175704e8b209f61b9ad5cfd92b60e,4,Recomendo,Produto como descrito. Mas nÃ£o gostei pq o som do alarme Ã© muito baixo.. ,03/05/2018 00:00,06/05/2018 13:42
63546,cca0db795bf22a3a505e44024fcf0b8e,00229e4e43f7a7e0b9dd819ad43268d3,5,,,06/04/2018 00:00,10/04/2018 00:22
27711,13de33fd67cb2f1a941f7a0cd217d577,0025081dcf9330f9a5052ae82c6ce396,5,,,06/04/2018 00:00,07/04/2018 11:41
1776,d48d8cf67fee1056aef5deb18770de55,00254baeb6c932b0a8aeead91fbd02b5,5,,,31/05/2018 00:00,31/05/2018 23:19
36383,82588c155bfa9331acb3f976fe040c4b,00259a44fcad3fc0474329e925d14fc3,4,,"Otimo vendedor
",05/01/2018 00:00,07/01/2018 21:46
65395,eba375fa5fe6f3dc7ca2aa6682b46170,0025c5d1a8ca53a240ec2634bb4492ea,5,sensacional,"Ã_timo produto, bom acabamento. Para quem estÃ¡ comeÃ§ando nesse estudo sobre o universo, principalmente estudantes Ã© uma Ã_tima ferramenta. Tenho feito vÃ¡rios estudos com o auxilio do telescÃ_pio.",01/08/2018 00:00,03/08/2018 15:21
34998,011f1e2ec26785d96724be3856e60055,002611a77fe03d076285fd4ca95db77c,4,,,23/03/2018 00:00,30/03/2018 13:42
27808,9d69d3d0d3cebcc39eeadb453905388f,002691433f09002ac9ca0c4e8dbb8ead,5,,Chegou e estÃ¡ OK.,08/02/2017 00:00,11/02/2017 13:47
74319,ed7cc4092834fc4d48b7d9d125d7c657,0026a368634b6e6f34f33b1499773a30,4,,"Adoro comprar com vocÃªs, continuem assim",08/11/2017 00:00,17/11/2017 10:08
87128,3e33eee1e8cd67541aec8fbd66a0f6d8,00275bce676303c3bfd7292aefdfa223,5,,"Muito bom, so nÃ£o testei ainda o produto mas super recomendo",05/12/2017 00:00,05/12/2017 23:23
36217,b3dcedadaed163a8399075eadf60581c,00276d5c3491fbf55305e26891040df9,4,,,17/03/2018 00:00,19/03/2018 19:34
30618,35f26611c00c2632ba92df91ef05229e,002834535f7a609a5c68266f173fa59e,5,,,11/08/2018 00:00,13/08/2018 11:34
38089,d7f07b2b408422e5bbf4608fd36b37d7,0028de0ca693a1bb26448916a81105cc,4,,,29/08/2018 00:00,30/08/2018 01:44
32261,ba0252394ceecca6d0e9803d75182eb5,002955b0acc63d04f6724a31967e82bd,5,,,27/12/2017 00:00,02/01/2018 13:37
24192,14f0810885e1daa91bb78878cba6da41,0029c5db35ef291ce99d1262012e7daa,4,,,31/08/2018 00:00,03/09/2018 00:48
52168,6ef7f7fe808269bfcaa4ff5a3d1b1bb3,0029f17cf0e7640c5cb6825af681303f,5,,,11/05/2018 00:00,14/05/2018 13:13
28717,1e364417d579f43eb3ea4f4eafe289db,002af7fa9eb99d1456bceb6a13d6fc0b,4,,ok,13/03/2018 00:00,23/03/2018 22:20
97350,91048655e4128b6838c0086cf2daddab,002b430ff89b3a24c31a1170acbbedea,5,,Ã_timo produto,30/06/2017 00:00,01/07/2017 00:58
49194,85da16503a576748ee5544bd8a5b9355,002b4e6fa42cd4a22cc86abc18fe9c05,5,,Produto de bom custo beneficio.,20/03/2018 00:00,21/03/2018 09:57
37966,7428934dc38633d863711567fcc1d567,002c9def9c9b951b1bec6d50753c9891,4,,,19/05/2018 00:00,21/05/2018 19:39
98274,3174be472473a1a73da9880380e7f740,002d040018d12a3853c059f7f23ab5b1,3,,,28/11/2017 00:00,30/11/2017 19:44
18399,7f002c0ea8eab081c295155138f964e7,002f16b7bc4530031b7d90f791b12d8a,5,,,07/07/2018 00:00,08/07/2018 00:15
48471,396eacbff771557619771e8d4b58ee77,002f19a65a2ddd70a090297872e6d64e,3,,Minha mercadoria nÃ£o chegou e ninguÃ©m entrou em contato para resolver nada...,18/04/2018 00:00,20/04/2018 05:01
11658,6d1c23083e960eaa5daa7505e8aa7071,002f98c0f7efd42638ed6100ca699b42,5,,,08/08/2017 00:00,08/08/2017 23:26
12130,fb438ee1afd42dc7a34710a4d343917b,0030d783f979fbc5981e75613b057344,1,,"Comprei dois produtos no mesmo dia, sexta-feira de black friday, no inÃ_cio de dezembro. O jogo de panelas tramontina chegou dentro do prazo, que era atÃ© o dia 11-12, mas a pipoqueira ainda nÃ£o chegou.",17/12/2017 00:00,19/12/2017 20:26
38787,f1ad116b3cd3a668471e641bece92f7f,0030ff924c38549807645976adeef2c0,5,,,17/04/2018 00:00,18/04/2018 09:17
76131,8f28fc7d29a09403973697645d73b72a,00310b0c75bb13015ec4d82d341865a4,1,,,31/08/2018 00:00,31/08/2018 22:49
11182,8a8cd62f1260f732c65c5e2ac41e7e23,00324b3eda39ba5ecce3945823e3594c,5,,,04/05/2018 00:00,06/05/2018 01:41
4972,34592a91e941932fcf44fd337be968d2,0032d07457ae9c806c79368d7d9ce96b,1,,,19/04/2018 00:00,19/04/2018 10:53
92440,ed469dda40b1b7f0660b24aa1b043b57,003324c70b19a16798817b2b3640e721,1,,Comprei duas mochilas e recebi somente um produto Ã© o valor vocÃªs estÃ£o cobrando de dois produtos queto devoluÃ§Ã£o do produto Ã© meu ressarcimento,31/05/2017 00:00,31/05/2017 23:23
40574,2a85354da8c4af7b4138b7933580c799,00335b686d693c7d72deeb12f8e89227,3,,Tive um problema com os correios favor entrar em contato. Mnowbakcon@gmail.com,17/08/2017 00:00,17/08/2017 13:28
33878,dc2986ec0f6f6b2238ba9b0c853d3e59,00335f75ea6a4455b524a8dd177067f5,5,,,04/05/2018 00:00,07/05/2018 09:42
59884,c62fad0a8dd9f5af876adc1e2041758d,00337fe25a3780b3424d9ad7c5a4b35e,5,,,28/09/2017 00:00,28/09/2017 21:44
17738,f58325a189b533108ea7141e53ee15ba,003423b755b562962a6225a8de40d12e,3,,,25/07/2018 00:00,26/07/2018 23:22
57124,2bf3890219fda8d54c35c8b70253fb7f,00345f338696283410b7977d2e3efc89,5,,,31/08/2018 00:00,02/09/2018 16:58
22586,2a74b0559eb58fc1ff842ecc999594cb,0035246a40f520710769010f752e7507,5,,"Estou acostumada a comprar produtos pelo baratheon. Super confiÃ¡vel, transparÃªncia, qualidade e agilidade. Super recomendo.",25/08/2017 00:00,29/08/2017 21:45
25803,89a02c45c340aeeb1354a24e7d4b2c1e,0035246a40f520710769010f752e7507,5,,,29/08/2017 00:00,30/08/2017 01:59
24560,3f9a735e3351a7b5159a4d1691a0b9b2,0035c0b07126fe9c24a325216fb96064,4,,,08/12/2017 00:00,09/12/2017 02:28
96071,7f6fef0de2a2d006bff1eb494112b1b8,0035e6b7ade84b3f5b86bd49814793df,5,,,27/02/2018 00:00,28/02/2018 02:29
48949,5c21268a0f8bae726edb3aa4db3e6bde,0036757472ece3dde52fd4bfd929c90e,2,Mesa com cavaletes ,"Demora absurda para entrega, dentro do prazo especificado por eles, mas ainda sim muito demorado!",10/08/2018 00:00,14/08/2018 02:57
39664,16dd1214a6f9a62fa22ad4830aa479c2,0036887767dea4bd43b1a88cd0d9477a,5,,Muito satisfeita com a compra e com a empresa!,24/10/2017 00:00,24/10/2017 19:41
60682,0dd2be2fade8f4c15fd986a6b35edbe8,00378c6c981f234634c0b9d6128df6dd,4,,,27/02/2018 00:00,24/09/2018 01:28
15736,7750f9537fc21016d9392ef19661e745,003822434f91204da0a51fe4cf2aba18,5,,,20/06/2018 00:00,20/06/2018 17:35
77904,c91d4ae7473872e0696bcb22a5a92df0,0039500db36d50d7d0bfaf23723550f3,5,Ã“tima qualidade,"Produto de Ã_tima qualidade, sabor Ã_timo. Entregue antes do prazo",22/07/2018 00:00,24/07/2018 17:58
49371,71d5dd15707c2463aaf6bf469460337c,003a7f59d7e08a9c61d9e2881fe6459c,5,,,28/08/2018 00:00,02/09/2018 20:38
16104,d3bc49c36329401e4f845faf9bb6742c,003a94f778ef8cfd50247c8c1b582257,1,,,17/08/2018 00:00,17/08/2018 11:30
55269,4910a0d41fca570cb921f0090ed5c4f8,003cc6161d7a2593f2525cce0c330d32,5,Muito rÃ¡pido a entrega! ,Amei o conj! Foi entregue rÃ¡pido! O conj Ã© perfeito ,08/08/2018 00:00,08/08/2018 22:10
6478,5ef54aacd02622d2d1fefaaf539b939b,003d0634280ff3d1d3a54459349a6899,3,,,28/03/2018 00:00,29/03/2018 02:13
73486,ec72e8db6271c9732565ac1aef57aaa3,003d804eef0e1b856881cd18e0cc0d4c,4,,,20/12/2017 00:00,20/12/2017 03:29
97162,c3fa49a98647096955610c600ac33a76,003d9fc84ad902adf2265248b5ffe1a4,4,,,28/08/2018 00:00,28/08/2018 22:31
12864,90033a3865e39835ba7e8526f6c8f3de,003edccf16bc5ec447f592913b3df2b4,5,Bom ,Ã“timo ,03/08/2018 00:00,04/08/2018 09:10
74978,98087172e524099025771d805ad1cdf7,003f201cdd39cdd59b6447cff2195456,1,,,24/03/2018 00:00,26/03/2018 00:47
18279,4a1c0ecf94443cfa6ff94905bc41cd92,003f9bcc09427647c4b9d361a523545b,5,,Chego antes do previsto bem embalado e do jeito que eu pedi,09/02/2018 00:00,09/02/2018 21:58
81750,c1739c70298dbe46e21a825af2b984f1,00404fa7a687c8c44ca69d42695aae73,5,,,19/05/2018 00:00,20/05/2018 12:30
73614,7b15e6ebecb0e962f69728c50d5e9a9d,0040a56893444cb56cba7cfe2225e34e,2,,,15/02/2018 00:00,17/02/2018 21:29
80833,bdca8baccdc72009bbdb5d15991d02ba,004157daafa0bc8672e01f00e4f0c04f,5,,,03/06/2017 00:00,06/06/2017 03:09
82991,1c1bb10fd0a3af065ed9b379b5df14c2,00418a49a685c6bb60633291c3fab17a,1,,"O relÃ_gio, (presente do dia das crianÃ§as pra minha filha) NÃ£o funciona!!!!!",06/10/2017 00:00,14/10/2017 03:57
59880,7f05ffaf413a01b93e9cbe3e527a91ab,004345d16a1ab2c21962992c721c8643,5,Bom.,"Recebi tudo certinho, recomendo.",12/07/2018 00:00,12/07/2018 20:59
27086,974e17569a12138629ff031e5982e32b,0044c6f6d22dd280534344177c81b989,4,,,05/06/2018 00:00,06/06/2018 14:24
8663,27abf489a0e46ad7dfa4dbdac61b188c,0045e3085f083f0f38d24bb3f22e6593,5,,,30/08/2017 00:00,02/09/2017 06:07
18979,91f9113ebcc5de9c0d8f9e6ab3e25ed2,0045f5225a96ef46630701167528fdcb,5,,,19/06/2018 00:00,20/06/2018 14:15
18014,ca96cd096375d4c74d0ca1e5cea64e8c,0046176ff0dbc2a178b7885355dfbb71,5,,Produto entregue prazo ,05/06/2018 00:00,05/06/2018 21:46
40802,219cb56781473bd4ee7023459372d25c,0046e1d57f4c07c8c92ab26be8c3dfc0,5,,,30/09/2017 00:00,02/10/2017 00:13
64856,e8ba5ec028ada1f73891685551e78b7f,00471463a6106056c1a2a809f70de640,5,,,13/10/2017 00:00,19/10/2017 14:10
44450,c13699f8e389acea5f406e527f0edfb3,00482f2670787292280e0a8153d82467,5,,,16/02/2017 00:00,17/02/2017 10:32
93482,2fbe086269247cee60d600c3af62f3e6,0049edf42837aa808e03552a62bd2158,1,,"NÃ£o recebi nada, nÃ£o entraram em contato. NinguÃ©m liga pra informar o que aconteceu.",31/01/2018 00:00,01/02/2018 01:45
29313,ed90272bfebd71826ce6620baff11b03,004b62108b876867938746ad3154167f,5,Muito bom fornecedor,Chegou corretamente e antes do prazo! ,13/07/2018 00:00,13/07/2018 22:14
52309,9f84ea8a523ca1c8801460890ae82663,004ba47bb589cdbc485e6025bd6d3c81,5,,,30/12/2017 00:00,31/12/2017 11:07
20744,e66cfd879876752a96f9c035dbde8e88,004ca5ae248069d68e8594df8abf6ce0,5,Obrigada,"Adorei meu produto, e chegou tudo perfeitamente ",16/06/2018 00:00,17/06/2018 20:23
2579,c0e9d6955c472cffa14f031b35ea1466,004d76fef3dd46eb4f70da049c8d1f93,5,,super recomendo,27/12/2017 00:00,28/12/2017 10:05
97931,0d4256cffb82f343514d85b4f2181d39,004eab0fd8f28adaf8d488976f77febe,5,,,04/08/2017 00:00,07/08/2017 02:45
1719,23e790c68acbe511dd7b94c6707f2e41,004f5d8f238e8908e6864b874eda3391,3,,,23/03/2018 00:00,23/03/2018 10:19
77032,dce4884e6e42047bf2e0645ce93ef3a6,004fb11815bc03b01b20a614eef69d14,5,,Gostei muito,17/12/2017 00:00,17/12/2017 20:24
69971,37b1da1f0e40121760677e6e9c7232fd,004fb5e6f90a178dc74ad2b016649249,5,,,17/06/2017 00:00,10/07/2017 01:20
98136,3a36f699ff17d318607904fc7ac9099d,005059edee63c8c708ba61910793b31b,3,,bom,20/02/2018 00:00,22/02/2018 11:16
96994,143f6db7fc05f38965da560ef1c44ed3,00526a9d4ebde463baee25f386963ddc,1,,Eu comprei 4 agaveas so veio uma,17/08/2018 00:00,18/08/2018 14:54
17501,fc99f9b6c3693f9326603f9449ab9ee3,0055b77cca3186676c147f532dd2547b,5,,,08/03/2018 00:00,12/03/2018 19:42
14553,a96a757f169ded9f72fc4f3c03750d60,0057199db02d1a5ef41bacbf41f8f63b,4,,,07/02/2018 00:00,08/02/2018 11:17
35806,397312c9f147d1a22bd3108f1d5dd42a,00571ded73b3c061925584feab0db425,5,,"Gostei muito, sempre que precisar irei comprar.",31/05/2017 00:00,01/06/2017 00:46
94207,910aa79b48597f41313a6f1b8d9fd0df,00584d79015452d19fd3d044ba3abdc0,5,,Muito bom,27/07/2017 00:00,28/07/2017 09:32
27401,b4e8ec7012eef81503df0e1e6c65f281,00588f5f20fee630b83d4709e0a42715,1,,"Recebi o produto, porÃ©m, veio com defeito. NÃ£o funciona, nem se quer liga. JÃ¡ comprei vÃ¡rios produtos pela Internet, inclusive das Lojas lannister. Estou insatisfeito com este q comprei. ",31/08/2017 00:00,03/09/2017 17:29
50384,182365ddd5d2262fe3152df43225a78f,005997dca4c1fc45066d0a03d54a6469,5,,,14/04/2018 00:00,15/04/2018 08:06
4061,287ad282a167c89fe196978cee506bd3,005a1dded353107dbabf8ffc83a20365,5,,"Excelente,bonito e ajusta facil no braÃ§o. Nao Ã© grande, tem o tamanho ideal e muitas funÃ§oes. Super recomendo.",03/03/2018 00:00,06/03/2018 02:11
7746,eb164f6c5cf6b85214360131fdfcbbf0,005b49de51a4e006055e8487a50ad8e4,5,,,28/04/2017 00:00,30/04/2017 22:46
83139,659998ff75745ce5b310f2fd3b0438aa,005cad6157eadc7f1f09917607f1704a,5,,,04/05/2017 00:00,07/05/2017 10:32
73421,3a0b0a0dd1ccb11582eb81e9a0c784ed,005d9a5423d47281ac463a968b3936fb,1,,Ainda nÃ£o recebi todos os produtos,28/10/2017 00:00,30/10/2017 22:58
32721,8cb0fce73190d6aa1872be4099d5ffd2,005e5166e99d1e4d0c4f808b0540ba94,3,,Ainda nao foi entregue o produto,21/03/2018 00:00,21/03/2018 17:00
25639,8278f8f8baf225cb959254c4c73568f3,005f25968fc854ea16fb16f5bdbc87c7,5,,Adorei como sempre entrega rÃ¡pida e produto Ã_tima qualidade. ,21/03/2018 00:00,21/03/2018 23:26
4219,71531f6a2657d5acbe7bd6731c816b28,00602f25bffa1dcfb71e202fbf9824fb,5,,,28/11/2017 00:00,01/12/2017 00:31
34313,09e73c4728b6052f2a9fd5ee7b6221f8,00611822267e76e0055c25c18506f06e,4,recomendo,comprei a famÃ_lia incrÃ_vel em 26/07/2018 e chegou em casa 31/07/2018... me surpreendi!,01/08/2018 00:00,02/08/2018 12:49
19276,bb9c485f8e2dd38a3af6f38187144722,006127b8b9a1681a982313ed7129c3c0,5,,"vou comprar de novo , gostei e Ã© excelente os produtos obrigado!",21/03/2018 00:00,05/04/2018 17:13
39172,8a4c2e0e0ac32c7324b46b08bb0b5d7b,0064d74f7de7917d54768d7722ad56ac,5,,,15/09/2017 00:00,16/09/2017 11:09
51702,84a40189927f97f05285dc6f841a7561,006557c3221c1fcd02b0106343ab357b,5,,,03/03/2018 00:00,06/03/2018 02:07
27284,dd71360a5cfbdf6fabf5bff418e3513e,00664284de7a3470d22931ed78615ee4,4,,,04/10/2017 00:00,05/10/2017 02:01
23544,72bd80534b0e73c14829319464e72cdc,0066a1fdaee16ad5022c5ef979d0b661,5,,,17/06/2018 00:00,19/06/2018 23:25
87351,e8b089ecc2f8aa46c9893626bae20cf8,0067c6030d65af0ff98790158ddb0020,5,,,08/05/2018 00:00,10/05/2018 13:58
11213,ea0cadbfcf623003add6a407d65bab59,0068468c453d28c8ef3fd089e50a5847,5,,"Antes do prazo, porem tive de pegar nos Correios, pois eles nÃ£o entregaram em casa ",15/12/2017 00:00,17/12/2017 17:21
96930,212d807650bd7e83391b7908b3cfa2b4,00685d31ae12e47470ba5c18ba74f22c,1,,,28/09/2017 00:00,28/09/2017 04:05
7684,0501aab2f381486c36bf0f071442c0c2,0068c109948b9a1dfb8530d1978acef3,1,,Espero obter uma resposta para minha encomenda. Comprei 3 controles remotos para ar condicionado e apenas recebi 1 controle Komeco e dos 2 controles Elgin pedidos e pago sÃ_ foi entregue 1 controle Elg,09/02/2018 00:00,10/02/2018 23:55
72254,857936127ee4d3b8f8f14f6feb4c6e8c,0068e836900867da359bd81db9227a33,5,,Produto muito bom e eficiente para quem gosta de andar de bike e precisa de gps.,06/10/2017 00:00,07/10/2017 02:34
95167,3485c887ab8a5fd6b1c10bec15622741,0068fb0e223115e911d362627e8b8800,5,,,26/07/2018 00:00,27/07/2018 00:32
17986,31dd0ceb4410f4cc60d60cfcebfb74f0,006c42f310102c1910b3c5793ce5fc34,5,,,16/08/2018 00:00,19/08/2018 12:19
80478,304aaea0a61ca9e8c661cc7a403be82f,006cb7cafc99b29548d4f412c7f9f493,5,,,26/02/2018 00:00,26/02/2018 17:00
93023,56a66e5eff96727ef69bca9b6981a456,006cba07f62f921fe4f58365bde2b2eb,5,,,19/08/2017 00:00,21/08/2017 23:27
87234,eb29d5dffe71f0a35ccae406b79a77dc,006dd93155bc2abd844cc5eed3a0fe7f,5,,,08/12/2017 00:00,09/12/2017 13:10
24649,708d3528f7c13301bdad8f80b845ea64,006df90050498994d670b40da4651d22,5,,,16/08/2018 00:00,17/08/2018 12:05
11904,ceb8edcfc6a17b16926b7c9acb47abcf,006e05e81c068ddc38e48ebe189b922e,4,,Atendeu minhas expectativas ,04/01/2018 00:00,05/01/2018 00:02
85632,7f8c3db58f0112378d38f6065d6c3e33,006e43460a55bc60c0a437521e426529,5,,,20/05/2017 00:00,21/05/2017 12:35
