seller_id,seller_zip_code_prefix,seller_city,seller_state
4917cee8d902e13428c3ec4b1ca6f315,89031,blumenau,SC
4aba6a02a788d3ec81c03137144d9a80,89460,canoinhas,SC
519a7aa428f18d125a283cf8c014fdd6,89180,rio do oeste,SC
4b39558c138930b9e5489c93b6df5fe3,49055,aracaju,SE
002100f778ceb8431b7a1020ff7ab48f,14405,franca,SP
004c9cd9d87a3c30c522c48c4fc07416,14940,ibitinga,SP
00720abe85ba0859807595bbf045a33b,7070,guarulhos,SP
00ab3eff1b5192e5f1a63bcecfee11c8,4164,sao paulo,SP
00ee68308b45bc5e2660cd833c3f81cc,3333,sao paulo,SP
010543a62bd80aa422851e79a3bc7540,1212,sao paulo,SP
010da0602d7774602cd1b3f5fb7b709e,9710,sao bernardo do campo,SP
011b0eaba87386a2ae96a7d32bb531d1,17580,pompeia,SP
0176f73cc1195f367f7b32db1e5b3aa8,14940,ibitinga,SP
01c97ebb5cdac52891c0ed1c37ba0012,15804,catanduva,SP
01ed254b9ff8407dfb9d99ba1e17d923,8710,mogi das cruzes,SP
01fd077212124329bac32490e8ef80d9,14079,ribeirao preto / sao paulo,SP
0249d282d911d23cb8b869ab49c99f53,5676,sao paulo,SP
024b564ae893ce8e9bfa02c10a401ece,3280,sao paulo,SP
02b72cdeb9cfcc429f1af6f4e3f3b737,14940,ibitinga,SP
02c988090b766852e088c69d7fb3b551,13473,americana,SP
02ecc2a19303f05e59ce133fd923fff7,9121,santo andre,SP
02f623a8eb246f3c5f7c2f96462654e6,18611,botucatu,SP
0307f7565ff85b299b6e5ef162b1b1a9,15085,sao jose do rio preto,SP
0336182e1b3e92f029d5354832045fdf,14940,ibitinga,SP
038b75b729c8a9a04b0d07cba7eabe86,12231,sao jose dos campos,SP
039b29ff3b3473435d0cd59040575de9,9443,ribeirao pires,SP
039e6ad9dae79614493083e241147386,3560,sao paulo,SP
03a2a6dcbe45d639c4dc2a0d24769c40,9340,maua,SP
042573af89b6d931f672efaf789d8358,18015,sorocaba,SP
0432ead42b6c8a0bdf68154add917fdf,9320,maua,SP
044668ccd5316b12a7cf0d54a156e3e9,6016,osasco,SP
048c2757535328e0d7dac690ad3c0aae,14406,franca,SP
04aa0a1c5ce6b222003403a3e11c3cc0,13150,cosmopolis,SP
04e38a233f726ef161074ab1c9b0399a,1239,sao paulo,SP
04fdea0c111866e6cf812f1570d6b5bd,8411,sao paulo,SP
054694fa03fe82cec4b7551487331d74,15840,itajobi,SP
0570350b23eda5444f8d1d9544932058,5104,sao paulo,SP
058fd0aa2bfdb2274e05e1ae971dabb6,9020,santo andre,SP
05a48cc8859962767935ab9087417fbb,5372,sao paulo,SP
05aebce0b5c8f0d41b29b686f2d05fd3,3962,sao paulo,SP
05ca864204d09595ae591b93ea9cf93d,6465,barueri,SP
05e107217c7266362fd44b75b2cd4cc4,5353,sao paulo - sp,SP
05feb94f19d094d4b0f9281f0b1d4c99,8752,mogi das cruzes,SP
062c325cd6a2b87845fab56b4ec2eeae,8150,sao paulo,SP
06579cb253ecd5a3a12a9e6eb6bf8f47,4007,sao paulo - sp,SP
0692610d8abe24f287e9fae90ea0bbee,2310,sao paulo,SP
070d165398b553f3b4b851c216b8a358,3916,sao paulo,SP
0725b8c0f3f906e58f70cbe76b7c748c,7023,guarulhos,SP
0743a0239d764b9a0f959a57d07e36ab,3138,sao paulo,SP
0761743cbffb25d7148189e9f1a5f03a,14096,ribeirao preto,SP
077c5fae4bea9500e3737b16f71b9d3a,18052,sorocaba,SP
079d295dcbf06ee8bb1b65ba964eb2b6,2124,sao paulo,SP
07a9bc7f61396b658ddf3ac534efe44c,2925,sao paulo,SP
07bf9669d84d1f11be443a9dd938f698,4761,sao paulo,SP
07d75e33f2750d97d467fb57e4dfdd8a,2117,sao paulo,SP
07de60b03d150fb3ea09eab5da5e4c8b,14940,ibitinga,SP
07e8e8fc5222bb358e6f259da3197074,4216,sao paulo,SP
080199a181c46c657dc5aa235411be3b,6097,osasco,SP
08061dc0fc165ed41288cc7acde738ee,6036,osasco,SP
08084d990eb3f53af056ccbc1730c8a7,3612,sao paulo,SP
082e0bf4cb865a6533b1e8e498cc0255,18608,botucatu,SP
085f6f7e049c996695fb2074fe38d45e,12020,taubate,SP
08633c14ef2db992c11f840f04fad4cd,9416,ribeirao pires,SP
0873d9f8f36123f8d910f4760e788cfb,6465,barueri,SP
0885aaf116795758dfeb5f1032487bcd,8541,ferraz de vasconcelos,SP
0887a9f087bcd5d9f6642b52f897fc6c,11990,cananeia,SP
08ad4ac1388e4420ca531c3edfc46198,6663,itapevi,SP
08d2d642cf72b622b14dde1d2f5eb2f5,17512,marilia,SP
08f5819815f3d06545011850bd70f0a8,11075,santos,SP
0936e1837d0c79253456bbb2ffaaef10,2050,sao paulo,SP
093805f8f2aeb63881444571e1f48f30,6236,osasco,SP
094ced053e257ae8cae57205592d6712,14095,ribeirao preto,SP
0951a6e282947e09cd47969f4ed0b47f,6763,taboao da serra,SP
09883d9ab71c8fe8a9bfc7fc3075b07e,8180,sao paulo,SP
099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP
09bad886111255c5b5030314fc7f1a4a,1022,sao paulo,SP
09f952a5f58d2285b0372551ae8f9b01,9725,sao bernardo do campo,SP
0a82f5fb06a4fe4ac2cf7cb412ec71b8,5524,sao paulo,SP
0a85ebe4e328db81ac9109781205e2f7,13205,jundiai,SP
0aa2205ca24f113f4658a5c536667426,4281,sao paulo,SP
0ac4201fda2c68ebc0e47cb9423cf3c9,3345,sao paulo,SP
0adac9fbd9a2b63cccaac4f8756c1ca8,13290,louveira,SP
0aea4c6ae1505b3228ddf3dd7822ee5b,18080,sorocaba,SP
0af2ab31141893d26aca5a404a537dab,3431,sao paulo,SP
0af977692321d895349eded183341d28,11070,santos,SP
0b09101900100c0e9d312861fad5a1b9,3168,sao paulo,SP
0b0ddbc7b9d9584f442c7ac92b0ff6c9,7052,guarulhos,SP
0b18d63d0cd1d723567903fd34a07df2,5141,sp,SP
0b1ca3ef18a63d7eb0c8897fa0849c08,18131,sao roque,SP
0b3f27369a4d8df98f7eb91077e438ac,7412,aruja,SP
0bae85eb84b9fb3bd773911e89288d54,88301,itajai,SP
